Main,Middle,Sub,Main,Middle,Sub,Central,Unfiltered,Description,DatapointType,Security
,,R_EG_R.00.01_02_Status_Beschattung_bereit_1B,1,1,68,,,Wohnen|Essen|Kochen 68,,
,,R_EG_R.00.01_02_Status_Beschattung_Zustand_1B,1,1,69,,,Wohnen|Essen|Kochen 69,,
,,R_EG_R.00.01_02_Diagnose_1B,1,1,70,,,Wohnen|Essen|Kochen 70,,
,,R_EG_R.00.01_03_Automatikposition_1_1B,1,1,71,,,Wohnen|Essen|Kochen 71,,
,,R_EG_R.00.01_03_Automatikposition_2_1B,1,1,72,,,Wohnen|Essen|Kochen 72,,
,,R_EG_R.00.01_03_Automatikposition_3_1B,1,1,73,,,Wohnen|Essen|Kochen 73,,
,,R_EG_R.00.01_03_Automatikposition_4_1B,1,1,74,,,Wohnen|Essen|Kochen 74,,
,,R_EG_R.00.01_03_Automatikposition_1_1B,1,1,75,,,Wohnen|Essen|Kochen 75,,
,,R_EG_R.00.01_03_Automatikposition_2_1B,1,1,76,,,Wohnen|Essen|Kochen 76,,
,,R_EG_R.00.01_03_Automatikposition_3_1B,1,1,77,,,Wohnen|Essen|Kochen 77,,
,,R_EG_R.00.01_03_Automatikposition_4_1B,1,1,78,,,Wohnen|Essen|Kochen 78,,
,,R_EG_R.00.01_03_Rollladen_auf_ab_1B,1,1,79,,,Wohnen|Essen|Kochen 79,,
,,R_EG_R.00.01_03_Kurzzeitbetrieb_Stop_1B,1,1,80,,,Wohnen|Essen|Kochen 80,,
,,R_EG_R.00.01_03_Szene_1By,1,1,81,,,Wohnen|Essen|Kochen 81,,
,,R_EG_R.00.01_03_Status_akt_Richtung_1B,1,1,82,,,Wohnen|Essen|Kochen 82,,
,,R_EG_R.00.01_03_Verfahrstatus_auf_1B,1,1,83,,,Wohnen|Essen|Kochen 83,,
,,R_EG_R.00.01_03_Verfahrstatus_ab_1B,1,1,84,,,Wohnen|Essen|Kochen 84,,
,,R_EG_R.00.01_03_Absolute_Position_1By,1,1,85,,,Wohnen|Essen|Kochen 85,,
,,R_EG_R.00.01_03_Status_akt_Position_1By,1,1,86,,,Wohnen|Essen|Kochen 86,,
,,R_EG_R.00.01_03_Status_Sperre_Alarme_1B,1,1,87,,,Wohnen|Essen|Kochen 87,,
,,R_EG_R.00.01_03_Referenzfahrt_starten_1B,1,1,88,,,Wohnen|Essen|Kochen 88,,
,,R_EG_R.00.01_03_Position_anfahren_1B,1,1,89,,,Wohnen|Essen|Kochen 89,,
,,R_EG_R.00.01_03_Status_obere_Position_1B,1,1,90,,,Wohnen|Essen|Kochen 90,,
,,R_EG_R.00.01_03_Status_untere_Position_1B,1,1,91,,,Wohnen|Essen|Kochen 91,,
,,R_EG_R.00.01_03_Zentrales_Objekt_sperren_1B,1,1,92,,,Wohnen|Essen|Kochen 92,,
,,R_EG_R.00.01_03_Sperren_absolute_Position_1B,1,1,93,,,Wohnen|Essen|Kochen 93,,
,,R_EG_R.00.01_03_Funktionen_sperren_1B,1,1,94,,,Wohnen|Essen|Kochen 94,,
,,R_EG_R.00.01_03_Windalarm_1B,1,1,95,,,Wohnen|Essen|Kochen 95,,
,,R_EG_R.00.01_03_Regenalarm_1B,1,1,96,,,Wohnen|Essen|Kochen 96,,
,,R_EG_R.00.01_03_Frostalarm_1B,1,1,97,,,Wohnen|Essen|Kochen 97,,
,,R_EG_R.00.01_03_Sperren_1B,1,1,98,,,Wohnen|Essen|Kochen 98,,
,,R_EG_R.00.01_03_Fensterkontakt_1_1B,1,1,99,,,Wohnen|Essen|Kochen 99,,
,,R_EG_R.00.01_03_Fensterkontakt_2_1B,1,1,100,,,Wohnen|Essen|Kochen 100,,
,,R_EG_R.00.01_03_Raumtemperatur_2By,1,1,101,,,Wohnen|Essen|Kochen 101,,
,,R_EG_R.00.01_03_Beschattung_sperren_aktivieren_1B,1,1,102,,,Wohnen|Essen|Kochen 102,,
,,R_EG_R.00.01_03_Status_Beschattung_bereit_1B,1,1,103,,,Wohnen|Essen|Kochen 103,,
,,R_EG_R.00.01_03_Status_Beschattung_Zustand_1B,1,1,104,,,Wohnen|Essen|Kochen 104,,
,,R_EG_R.00.01_03_Diagnose_1B,1,1,105,,,Wohnen|Essen|Kochen 105,,
,,R_EG_R.00.01_04_Automatikposition_1_1B,1,1,106,,,Wohnen|Essen|Kochen 106,,
,,R_EG_R.00.01_04_Automatikposition_2_1B,1,1,107,,,Wohnen|Essen|Kochen 107,,
,,R_EG_R.00.01_04_Automatikposition_3_1B,1,1,108,,,Wohnen|Essen|Kochen 108,,
,,R_EG_R.00.01_04_Automatikposition_4_1B,1,1,109,,,Wohnen|Essen|Kochen 109,,
,,R_EG_R.00.01_04_Automatikposition_1_1B,1,1,110,,,Wohnen|Essen|Kochen 110,,
